Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-02-05,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,47 | 2 | 55,"",4,00:00:15,00:00:00,11:10:00,11:10:00,00:50:00,12:00:00,6
2018-02-05,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-05,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-05,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-06,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 47 | 1009,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-06,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-06,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,47 | 1000 | 101 | 141 | 142 | 140 | 144,(FREE) & (OLEO 1OP STEP),10,00:10:17,00:50:58,10:07:02,10:58:00,01:02:00,12:00:00,8
2018-02-06,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1009,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-06,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-06,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141,(OLEO 1OP STEP),37,00:00:04,00:07:24,05:12:36,05:20:00,06:40:00,12:00:00,55
2018-02-07,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1009 | 1006,(CARRO POSITIVO),0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-07,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-07,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 47 | 1000,(OLEO 1OP STEP) & (FREE) & (CARRO POSITIVO),3,00:01:58,00:39:30,10:45:30,11:25:00,00:35:00,12:00:00,4
2018-02-07,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-07,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-07,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-08,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006,"",1,00:00:35,05:02:36,05:13:24,10:16:00,01:44:00,12:00:00,14
2018-02-08,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-08,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,214 | 1000 | 141,(CARRO POSITIVO),4,00:01:50,00:04:40,11:08:20,11:13:00,00:47:00,12:00:00,6
2018-02-08,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-08,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-08,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141,(OLEO 1OP STEP),49,00:18:09,00:05:43,02:54:17,03:00:00,09:00:00,12:00:00,75
2018-02-09,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-09,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-09,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141,(OLEO 1OP STEP),2,00:10:09,16:59:38,00:00:00,11:02:00,00:58:00,12:00:00,8
2018-02-09,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-09,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-09,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141,(OLEO 1OP STEP),0,0,00:00:00,11:47:00,11:47:00,00:13:00,12:00:00,1
2018-02-10,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-10,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-10,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-10,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-10,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-10,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-02-11,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-11,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-11,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-11,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-11,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-11,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-12,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1006 | 144,"",13,00:00:39,00:02:06,09:39:54,09:42:00,02:18:00,12:00:00,19
2018-02-12,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
