Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2017-12-12,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 3870 | 39 | 31,(G600MPH HOUSING 1ST OPN) & (MG5003 HOUSHING),7,0,00:22:32,04:48:28,05:11:00,03:19:00,08:30:00,39
2017-12-12,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,31 | 69,(MG5003 HOUSHING),1,0,02:13:54,05:24:06,07:38:00,00:52:00,08:30:00,10
2017-12-12,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,07:00:00,07:00:00,00:00:00,07:00:00,0
2017-12-13,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,31 | 69 | 1600,(MG5003 HOUSHING),4,00:33:22,00:28:52,05:45:08,06:14:00,02:16:00,08:30:00,26
2017-12-13,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,08:30:00,08:30:00,00:00:00,08:30:00,0
2017-12-13,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,07:00:00,07:00:00,00:00:00,07:00:00,0
2017-12-14,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,1600 | 31,(MG5003 HOUSHING),9,00:31:20,00:12:24,03:22:36,03:35:00,04:55:00,08:30:00,57
2017-12-14,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,31,(MG5003 HOUSHING),13,00:31:32,01:10:12,00:31:48,01:42:00,06:48:00,08:30:00,80
2017-12-14,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,31,(MG5003 HOUSHING),8,0,00:46:08,02:04:52,02:51:00,04:09:00,07:00:00,59
2017-12-15,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,31 | 3339 | 507,(MG5003 HOUSHING) & (FLANGE 2W G85),21,00:06:51,00:27:06,03:37:54,04:05:00,04:25:00,08:30:00,51
2017-12-15,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,507 | 3339,(GALIPOGLU HIDROMAS) & (FLANGE 2W G85),38,0,00:16:39,03:47:21,04:04:00,04:26:00,08:30:00,52
2017-12-15,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,07:00:00,07:00:00,00:00:00,07:00:00,0
2017-12-16,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,507 | 2201 | 3871,(GALIPOGLU HIDROMAS),179,00:00:41,00:08:40,05:49:20,05:58:00,02:32:00,08:30:00,29
2017-12-16,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 7001 | 110,(G600MPH HOUSING 1ST OPN) & (3871),4,00:01:31,02:45:06,03:05:54,05:51:00,02:39:00,08:30:00,31
2017-12-16,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,110,(3871),14,0,00:29:10,01:55:50,02:25:00,04:35:00,07:00:00,65
2017-12-17,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,110 | 1 | 3871,(3871),15,0,00:43:45,02:57:15,03:41:00,04:49:00,08:30:00,56
2017-12-17,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,08:30:00,08:30:00,00:00:00,08:30:00,0
2017-12-17,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,07:00:00,07:00:00,00:00:00,07:00:00,0
2017-12-18,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),14,00:22:32,00:48:19,02:32:41,03:21:00,05:09:00,08:30:00,60
2017-12-18,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),11,0,01:54:24,02:41:36,04:36:00,03:54:00,08:30:00,45
2017-12-18,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,07:00:00,07:00:00,00:00:00,07:00:00,0
2017-12-19,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN) & (SUB 3858),13,00:22:32,01:01:32,02:16:28,03:18:00,05:12:00,08:30:00,61
2017-12-19,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871,(G600MPH HOUSING 1ST OPN),17,00:22:29,00:28:00,01:21:00,01:49:00,06:41:00,08:30:00,78
2017-12-19,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 110 | 1,"(G600MPH HOUSING 1ST OPN) & 
(O3871)",11,0,00:43:24,02:41:36,03:25:00,03:35:00,07:00:00,51
2017-12-20,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3871 | 3870,(G600MPH HOUSING 1ST OPN),6,00:15:11,00:14:24,05:16:36,05:31:00,02:59:00,08:30:00,35
2017-12-20,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,2201,(G1150 ADAPTER),47,0,00:13:19,05:28:41,05:42:00,02:48:00,08:30:00,32
2017-12-20,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,07:00:00,07:00:00,00:00:00,07:00:00,0
2017-12-21,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,2201 | 2208 | 3860,(PUMP ADAPTOR) & (G600 HOUSING 1ST OPN),30,00:01:53,00:36:36,04:40:24,05:17:00,03:13:00,08:30:00,37
2017-12-21,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860 | 110,"(G600 HOUSING 1ST OPN) & 
(3860)",15,00:24:36,00:52:09,00:51:51,01:44:00,06:46:00,08:30:00,79
2017-12-21,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,110 | 3860,"
(3860) & (G600 HOUSING 1ST OPN)",9,0,01:47:27,01:21:33,03:09:00,03:51:00,07:00:00,55
2017-12-22,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860,(G600 HOUSING 1ST OPN),13,0,00:32:56,01:47:04,02:20:00,06:10:00,08:30:00,72
2017-12-22,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860,(G600 HOUSING 1ST OPN),13,00:28:15,00:18:40,02:11:20,02:30:00,06:00:00,08:30:00,70
2017-12-22,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860,(G600 HOUSING 1ST OPN),10,0,00:28:00,01:41:00,02:09:00,04:51:00,07:00:00,69
2017-12-23,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,3860 | 3870 | 3871 | 7,(G600MPH HOUSING 1ST OPN),0,0,00:00:00,07:46:00,07:46:00,00:44:00,08:30:00,8
2017-12-23,2,05:00PM - 01:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"","",0,0,00:00:00,08:30:00,08:30:00,00:00:00,08:30:00,0
2017-12-23,3,01:30AM - 08:30AM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,07:00:00,0
2017-12-24,1,08:30AM - 05:00PM,Not Assigned,Not Assigned,AD/HMC-001,AMS Micromatic,"",-,,0,00:00:00,00:00:00,00:00:00,00:00:00,08:30:00,0
