Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-01-08,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,131 | 139,(OLEO 1OP STEP) & (1-16 FLAT 10 DEG) & (O131M99),3,00:21:27,00:27:12,06:48:48,07:16:00,04:44:00,12:00:00,39
2018-01-08,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-08,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,87 | 274 | 275 | 271 | 176 | 177 | 2 | 189 | 179 | 190 | 178,(LH 4OP SUP) & (SUPBR LH 3OP),39,00:01:24,01:46:38,07:20:22,09:07:00,02:53:00,12:00:00,24
2018-01-08,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-01-08,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-01-08,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,"",-,0,0,00:00:00,00:00:00,00:00:00,00:00:00,12:00:00,0
2018-01-09,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,131,(OLEO 1OP STEP),10,00:00:00,00:35:20,04:23:40,04:59:00,07:01:00,12:00:00,58
2018-01-09,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-09,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,189 | 166 | 89 | 178,(SUPBR LH 3OP),39,00:01:25,00:01:57,09:07:03,09:09:00,02:51:00,12:00:00,23
2018-01-09,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-09,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-09,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,178 | 275 | 271 | 276 | 274 | 273 | 25,(SUP BR RH),6,00:00:04,00:07:28,06:28:32,06:36:00,05:24:00,12:00:00,45
2018-01-10,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,131 | 47 | 1 | 48 | 49 | 43 | 44 | 45 | 46 | 150 | 227 | 228 | 229 | 230,"(FREE) & 
G01G90G42D352X-16.45Y0F50
G02I16.45
05
8Z0.0M05
SIDE 50MM CUTTER KY) & (OLEO TAPPER)",14,00:22:11,01:42:20,07:29:40,09:12:00,02:48:00,12:00:00,23
2018-01-10,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-10,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,275 | 47,(SUP BR RH),4,00:42:16,00:11:48,04:02:12,04:14:00,07:46:00,12:00:00,64
2018-01-10,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),18,00:22:11,00:31:12,04:23:48,04:55:00,07:05:00,12:00:00,59
2018-01-10,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-10,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,275,(SUP BR RH),12,00:00:05,00:47:40,01:59:20,02:47:00,09:13:00,12:00:00,76
2018-01-11,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227 | 47 | 40 | 137 | 228 | 1 | 4,(OLEO TAPPER) & (FREE) & (NEW_CORE),13,00:23:59,00:59:50,04:16:10,05:16:00,06:44:00,12:00:00,56
2018-01-11,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-11,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,275 | 176 | 272,(SUP BR RH) & (SUP BR 2OP RH),25,00:28:56,01:00:57,03:05:03,04:06:00,07:54:00,12:00:00,65
2018-01-11,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,1 | 228 | 227,(OLEO TAPPER),16,00:23:55,00:23:28,05:30:32,05:54:00,06:06:00,12:00:00,50
2018-01-11,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-11,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,176,(SUP BR 2OP RH),17,00:09:56,00:22:23,08:59:37,09:22:00,02:38:00,12:00:00,21
2018-01-12,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),25,00:22:24,00:23:14,01:51:46,02:15:00,09:45:00,12:00:00,81
2018-01-12,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
